step,day,hour,root_depth,root_biomass,root_length,root_surface_area,root_distribution,root_density,root_activity,root_zone_volume,root_zone_layers,root_cohorts,fine_root_fraction,medium_root_fraction,coarse_root_fraction,cumulative_root_growth,daily_root_growth,step_count,last_update
634,27,9,40,1.5993,589.9336,173.9868,{},73.7417,0.3790,6.7796,[],[],0.3263,0.4042,0.2695,0.0000,0.0000,1268,2025-10-17T21:51:42.541380
635,27,10,40,1.6004,583.5818,173.8023,{},72.9477,0.3752,6.7922,[],[],0.3212,0.4059,0.2729,0.0000,0.0000,1270,2025-10-17T21:51:42.560652
636,27,11,40,1.6013,581.4160,173.6023,{},72.6770,0.3771,6.8107,[],[],0.3214,0.4063,0.2723,0.0000,0.0000,1272,2025-10-17T21:51:42.580283
637,27,12,40,1.6021,588.9485,175.4998,{},73.6186,0.3776,6.8964,[],[],0.3250,0.4043,0.2707,0.0000,0.0000,1274,2025-10-17T21:51:42.600220
638,27,13,40,1.6042,595.2548,177.1614,{},74.4069,0.3758,6.9483,[],[],0.3246,0.4058,0.2696,0.0000,0.0000,1276,2025-10-17T21:51:42.620290
639,27,14,40,1.6076,595.6379,176.8162,{},74.4547,0.3754,6.9111,[],[],0.3237,0.4092,0.2671,0.0000,0.0000,1278,2025-10-17T21:51:42.640395
640,27,15,40,1.6106,604.7802,178.7685,{},75.5975,0.3724,6.9578,[],[],0.3225,0.4146,0.2629,0.0000,0.0000,1280,2025-10-17T21:51:42.660433
641,27,16,40,1.6132,603.1240,179.5805,{},75.3905,0.3714,6.9947,[],[],0.3152,0.4208,0.2640,0.0000,0.0000,1282,2025-10-17T21:51:42.680070
642,27,17,40,1.6154,578.4028,175.8105,{},72.3003,0.3674,6.8691,[],[],0.2947,0.4338,0.2714,0.0000,0.0000,1284,2025-10-17T21:51:42.699703
643,27,18,40,1.6174,580.9124,175.7448,{},72.6140,0.3745,6.8366,[],[],0.2972,0.4315,0.2714,0.0000,0.0000,1286,2025-10-17T21:51:42.719187
644,27,19,40,1.6190,578.7972,175.1360,{},72.3497,0.3746,6.8350,[],[],0.2934,0.4345,0.2721,0.0000,0.0000,1288,2025-10-17T21:51:42.739164
645,27,20,40,1.6205,581.1221,174.0587,{},72.6403,0.3763,6.7584,[],[],0.2956,0.4364,0.2680,0.0000,0.0000,1290,2025-10-17T21:51:42.760043
646,27,21,40,1.6218,592.5377,173.5128,{},74.0672,0.3742,6.7077,[],[],0.3138,0.4237,0.2625,0.0000,0.0000,1292,2025-10-17T21:51:42.779798
647,27,22,40,1.6229,600.3442,174.4132,{},75.0430,0.3759,6.7242,[],[],0.3215,0.4198,0.2587,0.0000,0.0000,1294,2025-10-17T21:51:42.799523
648,27,23,40,1.6239,599.2668,173.6957,{},74.9084,0.3731,6.6795,[],[],0.3218,0.4198,0.2584,0.0000,0.0000,1296,2025-10-17T21:51:42.818868
649,28,0,40,1.6247,594.4876,174.2486,{},74.3110,0.3689,6.7519,[],[],0.3161,0.4189,0.2650,0.0000,0.0000,1298,2025-10-17T21:51:42.838724
650,28,1,40,1.6271,590.8999,174.0872,{},73.8625,0.3659,6.7378,[],[],0.3098,0.4236,0.2666,0.0000,0.0000,1300,2025-10-17T21:51:42.858077
651,28,2,40,1.6308,583.7037,171.1887,{},72.9630,0.3673,6.6238,[],[],0.3143,0.4181,0.2676,0.0000,0.0000,1302,2025-10-17T21:51:42.877160
652,28,3,40,1.6342,579.7110,170.5439,{},72.4639,0.3683,6.6004,[],[],0.3130,0.4190,0.2680,0.0000,0.0000,1304,2025-10-17T21:51:42.896410
653,28,4,40,1.6371,588.5779,173.0149,{},73.5722,0.3680,6.7173,[],[],0.3171,0.4148,0.2681,0.0000,0.0000,1306,2025-10-17T21:51:42.915533
654,28,5,40,1.6396,590.3965,173.9887,{},73.7996,0.3705,6.7372,[],[],0.3129,0.4200,0.2671,0.0000,0.0000,1308,2025-10-17T21:51:42.934726
655,28,6,40,1.6418,583.0481,171.8512,{},72.8810,0.3738,6.6671,[],[],0.3135,0.4189,0.2676,0.0000,0.0000,1310,2025-10-17T21:51:42.954061
656,28,7,40,1.6437,573.4051,171.0745,{},71.6756,0.3769,6.6191,[],[],0.3020,0.4260,0.2720,0.0000,0.0000,1312,2025-10-17T21:51:42.973961
657,28,8,40,1.6454,576.1119,171.3809,{},72.0140,0.3756,6.6319,[],[],0.3088,0.4199,0.2713,0.0000,0.0000,1314,2025-10-17T21:51:42.993346
658,28,9,40,1.6469,586.8951,173.6864,{},73.3619,0.3786,6.6947,[],[],0.3111,0.4206,0.2683,0.0000,0.0000,1316,2025-10-17T21:51:43.013751
659,28,10,40,1.6482,576.9864,171.4585,{},72.1233,0.3805,6.6375,[],[],0.3085,0.4172,0.2743,0.0000,0.0000,1318,2025-10-17T21:51:43.033091
660,28,11,40,1.6493,588.2839,171.2251,{},73.5355,0.3841,6.6004,[],[],0.3233,0.4093,0.2674,0.0000,0.0000,1320,2025-10-17T21:51:43.051898
661,28,12,40,1.6504,589.1543,171.1888,{},73.6443,0.3819,6.5835,[],[],0.3190,0.4148,0.2663,0.0000,0.0000,1322,2025-10-17T21:51:43.071420
662,28,13,40,1.6529,592.2136,173.1747,{},74.0267,0.3783,6.6862,[],[],0.3136,0.4189,0.2675,0.0000,0.0000,1324,2025-10-17T21:51:43.090925
663,28,14,40,1.6568,590.0091,171.8550,{},73.7511,0.3785,6.6487,[],[],0.3191,0.4124,0.2685,0.0000,0.0000,1326,2025-10-17T21:51:43.110356
664,28,15,40,1.6603,593.8616,172.2822,{},74.2327,0.3777,6.6351,[],[],0.3171,0.4156,0.2673,0.0000,0.0000,1328,2025-10-17T21:51:43.129713
665,28,16,40,1.6633,597.9038,172.4181,{},74.7380,0.3746,6.6686,[],[],0.3272,0.4046,0.2682,0.0000,0.0000,1330,2025-10-17T21:51:43.149224
666,28,17,40,1.6660,594.8035,171.7379,{},74.3504,0.3712,6.6780,[],[],0.3288,0.4003,0.2710,0.0000,0.0000,1332,2025-10-17T21:51:43.168639
667,28,18,40,1.6683,594.1870,173.2797,{},74.2734,0.3725,6.7424,[],[],0.3209,0.4066,0.2725,0.0000,0.0000,1334,2025-10-17T21:51:43.187799
668,28,19,40,1.6703,590.5046,173.9969,{},73.8131,0.3703,6.7858,[],[],0.3148,0.4111,0.2741,0.0000,0.0000,1336,2025-10-17T21:51:43.207307
669,28,20,40,1.6721,594.4094,174.7438,{},74.3012,0.3681,6.8126,[],[],0.3209,0.4062,0.2729,0.0000,0.0000,1338,2025-10-17T21:51:43.226557
670,28,21,40,1.6736,585.9039,174.5478,{},73.2380,0.3692,6.8501,[],[],0.3131,0.4080,0.2789,0.0000,0.0000,1340,2025-10-17T21:51:43.245621
671,28,22,40,1.6750,585.7639,175.0449,{},73.2205,0.3716,6.8667,[],[],0.3133,0.4079,0.2788,0.0000,0.0000,1342,2025-10-17T21:51:43.264704
672,28,23,40,1.6761,594.0863,175.6776,{},74.2608,0.3724,6.8528,[],[],0.3172,0.4080,0.2748,0.0000,0.0000,1344,2025-10-17T21:51:43.284363
673,29,0,40,1.6772,589.4157,174.5882,{},73.6770,0.3747,6.8462,[],[],0.3241,0.3969,0.2790,0.0000,0.0000,1346,2025-10-17T21:51:43.303948
674,29,1,40,1.6798,587.1759,174.9644,{},73.3970,0.3730,6.8875,[],[],0.3215,0.3963,0.2822,0.0000,0.0000,1348,2025-10-17T21:51:43.323287
675,29,2,40,1.6841,596.5677,176.5872,{},74.5710,0.3732,6.9431,[],[],0.3288,0.3941,0.2771,0.0000,0.0000,1350,2025-10-17T21:51:43.344819
676,29,3,40,1.6880,586.0424,175.7519,{},73.2553,0.3736,6.9308,[],[],0.3181,0.4013,0.2807,0.0000,0.0000,1352,2025-10-17T21:51:43.364610
677,29,4,40,1.6913,583.5159,175.3346,{},72.9395,0.3749,6.9460,[],[],0.3195,0.3987,0.2819,0.0000,0.0000,1354,2025-10-17T21:51:43.384176
678,29,5,40,1.6942,578.9366,173.7983,{},72.3671,0.3763,6.8757,[],[],0.3178,0.4017,0.2805,0.0000,0.0000,1356,2025-10-17T21:51:43.403291
679,29,6,40,1.6967,576.8733,173.2396,{},72.1092,0.3746,6.8425,[],[],0.3105,0.4094,0.2801,0.0000,0.0000,1358,2025-10-17T21:51:43.422068
680,29,7,40,1.6988,579.5853,173.5519,{},72.4482,0.3744,6.8687,[],[],0.3173,0.4032,0.2795,0.0000,0.0000,1360,2025-10-17T21:51:43.441202
681,29,8,40,1.7007,570.3473,172.1137,{},71.2934,0.3756,6.8058,[],[],0.3097,0.4076,0.2827,0.0000,0.0000,1362,2025-10-17T21:51:43.459973
682,29,9,40,1.7023,577.9793,173.3894,{},72.2474,0.3746,6.8238,[],[],0.3139,0.4064,0.2797,0.0000,0.0000,1364,2025-10-17T21:51:43.478588
683,29,10,40,1.7037,578.2614,171.9115,{},72.2827,0.3744,6.7495,[],[],0.3263,0.3957,0.2780,0.0000,0.0000,1366,2025-10-17T21:51:43.497436
684,29,11,40,1.7049,572.3718,171.4452,{},71.5465,0.3747,6.7421,[],[],0.3171,0.4014,0.2815,0.0000,0.0000,1368,2025-10-17T21:51:43.515961
685,29,12,40,1.7060,569.0134,172.1910,{},71.1267,0.3770,6.7862,[],[],0.3147,0.3993,0.2860,0.0000,0.0000,1370,2025-10-17T21:51:43.534402
686,29,13,40,1.7087,570.8899,172.1374,{},71.3612,0.3795,6.7890,[],[],0.3179,0.3978,0.2843,0.0000,0.0000,1372,2025-10-17T21:51:43.552871
687,29,14,40,1.7130,572.8358,171.6122,{},71.6045,0.3792,6.7423,[],[],0.3168,0.4029,0.2803,0.0000,0.0000,1374,2025-10-17T21:51:43.571512
688,29,15,40,1.7168,567.6428,171.4019,{},70.9553,0.3760,6.7539,[],[],0.3112,0.4067,0.2822,0.0000,0.0000,1376,2025-10-17T21:51:43.590095
689,29,16,40,1.7201,581.6961,172.8259,{},72.7120,0.3801,6.7767,[],[],0.3244,0.4010,0.2746,0.0000,0.0000,1378,2025-10-17T21:51:43.608661
690,29,17,40,1.7229,582.0620,172.4557,{},72.7578,0.3794,6.7549,[],[],0.3202,0.4069,0.2729,0.0000,0.0000,1380,2025-10-17T21:51:43.627270
691,29,18,40,1.7254,570.3342,171.7602,{},71.2918,0.3816,6.7777,[],[],0.3098,0.4111,0.2792,0.0000,0.0000,1382,2025-10-17T21:51:43.646254
692,29,19,40,1.7275,564.6862,171.4819,{},70.5858,0.3777,6.8175,[],[],0.3043,0.4131,0.2826,0.0000,0.0000,1384,2025-10-17T21:51:43.665708
693,29,20,40,1.7294,569.5457,172.4553,{},71.1932,0.3792,6.8430,[],[],0.3059,0.4117,0.2823,0.0000,0.0000,1386,2025-10-17T21:51:43.685370
694,29,21,40,1.7310,574.4039,173.7068,{},71.8005,0.3792,6.8834,[],[],0.3033,0.4167,0.2800,0.0000,0.0000,1388,2025-10-17T21:51:43.704606
695,29,22,40,1.7323,556.4877,171.4249,{},69.5610,0.3771,6.8082,[],[],0.2826,0.4321,0.2853,0.0000,0.0000,1390,2025-10-17T21:51:43.723785
696,29,23,40,1.7335,565.7837,173.0875,{},70.7230,0.3750,6.8623,[],[],0.2908,0.4272,0.2820,0.0000,0.0000,1392,2025-10-17T21:51:43.742896
697,30,0,40,1.7346,568.9304,173.8615,{},71.1163,0.3744,6.8809,[],[],0.2892,0.4312,0.2796,0.0000,0.0000,1394,2025-10-17T21:51:43.762409
698,30,1,40,1.7384,568.6589,174.1583,{},71.0824,0.3710,6.8996,[],[],0.2856,0.4317,0.2826,0.0000,0.0000,1396,2025-10-17T21:51:43.782291
699,30,2,40,1.7447,576.3981,175.7618,{},72.0498,0.3749,6.9595,[],[],0.2916,0.4288,0.2796,0.0000,0.0000,1398,2025-10-17T21:51:43.801615
700,30,3,40,1.7504,574.0641,175.5895,{},71.7580,0.3706,6.9563,[],[],0.2893,0.4312,0.2796,0.0000,0.0000,1400,2025-10-17T21:51:43.820493
701,30,4,40,1.7554,572.1456,174.8448,{},71.5182,0.3752,6.9329,[],[],0.2960,0.4248,0.2792,0.0000,0.0000,1402,2025-10-17T21:51:43.839527
702,30,5,40,1.7596,574.7911,173.1156,{},71.8489,0.3743,6.8604,[],[],0.3041,0.4191,0.2768,0.0000,0.0000,1404,2025-10-17T21:51:43.858538
703,30,6,40,1.7633,577.7737,174.1591,{},72.2217,0.3754,6.8523,[],[],0.2992,0.4239,0.2769,0.0000,0.0000,1406,2025-10-17T21:51:43.877458
704,30,7,40,1.7665,587.5189,176.6541,{},73.4399,0.3735,6.9533,[],[],0.3032,0.4195,0.2774,0.0000,0.0000,1408,2025-10-17T21:51:43.896703
705,30,8,40,1.7692,591.5467,175.9340,{},73.9433,0.3699,6.9304,[],[],0.3141,0.4109,0.2750,0.0000,0.0000,1410,2025-10-17T21:51:43.915781
706,30,9,40,1.7715,598.9754,178.0835,{},74.8719,0.3707,7.0077,[],[],0.3150,0.4125,0.2725,0.0000,0.0000,1412,2025-10-17T21:51:43.934680
707,30,10,40,1.7736,597.0591,179.0673,{},74.6324,0.3659,7.0281,[],[],0.3081,0.4184,0.2735,0.0000,0.0000,1414,2025-10-17T21:51:43.953374
708,30,11,40,1.7753,574.9629,177.2480,{},71.8704,0.3655,7.0232,[],[],0.2896,0.4241,0.2863,0.0000,0.0000,1416,2025-10-17T21:51:43.972296
709,30,12,40,1.7768,580.6505,176.9678,{},72.5813,0.3696,6.9847,[],[],0.2958,0.4226,0.2816,0.0000,0.0000,1418,2025-10-17T21:51:43.991201
710,30,13,40,1.7808,592.5150,178.3640,{},74.0644,0.3703,7.0276,[],[],0.3072,0.4167,0.2761,0.0000,0.0000,1420,2025-10-17T21:51:44.009922
711,30,14,40,1.7869,605.2354,179.5170,{},75.6544,0.3714,7.0640,[],[],0.3178,0.4125,0.2698,0.0000,0.0000,1422,2025-10-17T21:51:44.029119
712,30,15,40,1.7925,614.3764,180.8623,{},76.7970,0.3712,7.1310,[],[],0.3255,0.4067,0.2678,0.0000,0.0000,1424,2025-10-17T21:51:44.047894
713,30,16,40,1.7973,620.8437,180.8082,{},77.6055,0.3744,7.1221,[],[],0.3383,0.3951,0.2666,0.0000,0.0000,1426,2025-10-17T21:51:44.066983
714,30,17,40,1.8015,611.0866,177.6640,{},76.3858,0.3711,7.0298,[],[],0.3441,0.3877,0.2683,0.0000,0.0000,1428,2025-10-17T21:51:44.086057
715,30,18,40,1.8051,607.9627,177.5727,{},75.9953,0.3738,7.0497,[],[],0.3462,0.3820,0.2718,0.0000,0.0000,1430,2025-10-17T21:51:44.104380
716,30,19,40,1.8082,598.1668,177.1401,{},74.7708,0.3723,7.0480,[],[],0.3350,0.3866,0.2784,0.0000,0.0000,1432,2025-10-17T21:51:44.123033
717,30,20,40,1.8109,601.5688,177.6905,{},75.1961,0.3722,7.1096,[],[],0.3416,0.3807,0.2777,0.0000,0.0000,1434,2025-10-17T21:51:44.141519
718,30,21,40,1.8133,615.7049,179.1491,{},76.9631,0.3725,7.1154,[],[],0.3501,0.3765,0.2734,0.0000,0.0000,1436,2025-10-17T21:51:44.159917
719,30,22,40,1.8154,614.4583,178.7122,{},76.8073,0.3713,7.0590,[],[],0.3429,0.3856,0.2715,0.0000,0.0000,1438,2025-10-17T21:51:44.178909
720,30,23,40,1.8172,622.6426,180.1681,{},77.8303,0.3702,7.1079,[],[],0.3465,0.3828,0.2706,0.0000,0.0000,1440,2025-10-17T21:51:44.197165
721,31,0,40,1.8188,611.2539,179.5528,{},76.4067,0.3692,7.1220,[],[],0.3366,0.3862,0.2772,0.0000,0.0000,1442,2025-10-17T21:51:44.215913
722,31,1,40,1.8222,609.4037,179.9147,{},76.1755,0.3684,7.1248,[],[],0.3294,0.3917,0.2789,0.0000,0.0000,1444,2025-10-17T21:51:44.234477
723,31,2,40,1.8272,619.3168,182.3771,{},77.4146,0.3690,7.2086,[],[],0.3285,0.3957,0.2758,0.0000,0.0000,1446,2025-10-17T21:51:44.253260
724,31,3,40,1.8317,617.9424,182.4023,{},77.2428,0.3672,7.1806,[],[],0.3213,0.4069,0.2718,0.0000,0.0000,1448,2025-10-17T21:51:44.271669
725,31,4,40,1.8355,625.3551,185.8464,{},78.1694,0.3676,7.2994,[],[],0.3137,0.4163,0.2700,0.0000,0.0000,1450,2025-10-17T21:51:44.289928
726,31,5,40,1.8389,613.0575,185.3897,{},76.6322,0.3646,7.3182,[],[],0.3037,0.4207,0.2755,0.0000,0.0000,1452,2025-10-17T21:51:44.308538
727,31,6,40,1.8418,615.9689,185.9870,{},76.9961,0.3655,7.3523,[],[],0.3066,0.4171,0.2763,0.0000,0.0000,1454,2025-10-17T21:51:44.327617
728,31,7,40,1.8442,616.9484,185.6975,{},77.1186,0.3626,7.3365,[],[],0.3062,0.4186,0.2752,0.0000,0.0000,1456,2025-10-17T21:51:44.346811
729,31,8,40,1.8464,614.8776,184.2504,{},76.8597,0.3652,7.2673,[],[],0.3114,0.4124,0.2763,0.0000,0.0000,1458,2025-10-17T21:51:44.364565
730,31,9,40,1.8483,618.9546,184.5048,{},77.3693,0.3645,7.3056,[],[],0.3216,0.4018,0.2766,0.0000,0.0000,1460,2025-10-17T21:51:44.383681
731,31,10,40,1.8499,619.9443,184.4388,{},77.4930,0.3654,7.3365,[],[],0.3211,0.4012,0.2776,0.0000,0.0000,1462,2025-10-17T21:51:44.402596
732,31,11,40,1.8513,622.5707,185.3792,{},77.8213,0.3658,7.3727,[],[],0.3239,0.3976,0.2785,0.0000,0.0000,1464,2025-10-17T21:51:44.421981
733,31,12,40,1.8525,632.3015,187.4148,{},79.0377,0.3632,7.4473,[],[],0.3309,0.3915,0.2776,0.0000,0.0000,1466,2025-10-17T21:51:44.441807
734,31,13,40,1.8557,627.0119,186.3345,{},78.3765,0.3609,7.4056,[],[],0.3297,0.3929,0.2775,0.0000,0.0000,1468,2025-10-17T21:51:44.461559
735,31,14,40,1.8606,634.7622,188.0080,{},79.3453,0.3595,7.4404,[],[],0.3298,0.3940,0.2761,0.0000,0.0000,1470,2025-10-17T21:51:44.481489
736,31,15,40,1.8651,637.0384,188.6646,{},79.6298,0.3577,7.4541,[],[],0.3286,0.3967,0.2747,0.0000,0.0000,1472,2025-10-17T21:51:44.501214
737,31,16,40,1.8690,628.0568,187.3235,{},78.5071,0.3600,7.4062,[],[],0.3255,0.3964,0.2780,0.0000,0.0000,1474,2025-10-17T21:51:44.521386
738,31,17,40,1.8723,633.3286,188.6841,{},79.1661,0.3609,7.4666,[],[],0.3268,0.3973,0.2759,0.0000,0.0000,1476,2025-10-17T21:51:44.540990
739,31,18,40,1.8751,628.7463,190.2812,{},78.5933,0.3627,7.5249,[],[],0.3091,0.4123,0.2786,0.0000,0.0000,1478,2025-10-17T21:51:44.560676
740,31,19,40,1.8776,627.2325,190.0091,{},78.4041,0.3602,7.5289,[],[],0.3099,0.4114,0.2787,0.0000,0.0000,1480,2025-10-17T21:51:44.579811
741,31,20,40,1.8797,618.7690,186.4416,{},77.3461,0.3632,7.4245,[],[],0.3223,0.3971,0.2807,0.0000,0.0000,1482,2025-10-17T21:51:44.598738
742,31,21,40,1.8816,614.2273,185.9063,{},76.7784,0.3659,7.4300,[],[],0.3205,0.3959,0.2836,0.0000,0.0000,1484,2025-10-17T21:51:44.617489
743,31,22,40,1.8832,614.7749,185.9896,{},76.8469,0.3708,7.4147,[],[],0.3162,0.4018,0.2820,0.0000,0.0000,1486,2025-10-17T21:51:44.636349
744,31,23,40,1.8846,622.0285,186.8221,{},77.7536,0.3709,7.4363,[],[],0.3206,0.3992,0.2802,0.0000,0.0000,1488,2025-10-17T21:51:44.655101
745,32,0,40,1.8858,623.7712,188.1526,{},77.9714,0.3664,7.5139,[],[],0.3157,0.4043,0.2801,0.0000,0.0000,1490,2025-10-17T21:51:44.674753
746,32,1,40,1.8886,622.8050,187.5233,{},77.8506,0.3656,7.4954,[],[],0.3159,0.4049,0.2792,0.0000,0.0000,1492,2025-10-17T21:51:44.694494
747,32,2,40,1.8929,627.0438,187.8989,{},78.3805,0.3633,7.5246,[],[],0.3214,0.4000,0.2786,0.0000,0.0000,1494,2025-10-17T21:51:44.713421
748,32,3,40,1.8967,625.0689,186.0241,{},78.1336,0.3662,7.4271,[],[],0.3261,0.3971,0.2769,0.0000,0.0000,1496,2025-10-17T21:51:44.732865
749,32,4,40,1.9001,607.8495,185.1657,{},75.9812,0.3600,7.4851,[],[],0.3145,0.3981,0.2874,0.0000,0.0000,1498,2025-10-17T21:51:44.751558
750,32,5,40,1.9029,607.7980,183.8367,{},75.9747,0.3599,7.4024,[],[],0.3185,0.3961,0.2853,0.0000,0.0000,1500,2025-10-17T21:51:44.770227
751,32,6,40,1.9054,602.9281,182.4848,{},75.3660,0.3604,7.3634,[],[],0.3167,0.3950,0.2883,0.0000,0.0000,1502,2025-10-17T21:51:44.788919
752,32,7,40,1.9075,597.1965,180.5297,{},74.6496,0.3648,7.2738,[],[],0.3194,0.3923,0.2883,0.0000,0.0000,1504,2025-10-17T21:51:44.807275
753,32,8,40,1.9093,584.9077,180.1210,{},73.1135,0.3689,7.2915,[],[],0.3046,0.4003,0.2951,0.0000,0.0000,1506,2025-10-17T21:51:44.825682
754,32,9,40,1.9109,596.0407,180.8902,{},74.5051,0.3678,7.2810,[],[],0.3114,0.4012,0.2874,0.0000,0.0000,1508,2025-10-17T21:51:44.844638
755,32,10,40,1.9123,595.0471,181.1943,{},74.3809,0.3693,7.2547,[],[],0.3033,0.4102,0.2865,0.0000,0.0000,1510,2025-10-17T21:51:44.864061
756,32,11,40,1.9135,601.4575,182.2336,{},75.1822,0.3714,7.2816,[],[],0.3081,0.4057,0.2862,0.0000,0.0000,1512,2025-10-17T21:51:44.883736
757,32,12,40,1.9146,590.0464,181.9514,{},73.7558,0.3717,7.2720,[],[],0.2885,0.4219,0.2896,0.0000,0.0000,1514,2025-10-17T21:51:44.903196
758,32,13,40,1.9173,589.4918,179.9885,{},73.6865,0.3728,7.1883,[],[],0.2971,0.4180,0.2849,0.0000,0.0000,1516,2025-10-17T21:51:44.922338
759,32,14,40,1.9215,586.4889,179.8555,{},73.3111,0.3684,7.1832,[],[],0.2901,0.4243,0.2856,0.0000,0.0000,1518,2025-10-17T21:51:44.941779
760,32,15,40,1.9253,587.6421,179.3532,{},73.4553,0.3667,7.1559,[],[],0.2980,0.4149,0.2871,0.0000,0.0000,1520,2025-10-17T21:51:44.961095
761,32,16,40,1.9286,592.9779,180.3342,{},74.1222,0.3697,7.1756,[],[],0.2995,0.4153,0.2852,0.0000,0.0000,1522,2025-10-17T21:51:44.980155
762,32,17,40,1.9314,600.8111,180.4115,{},75.1014,0.3712,7.1493,[],[],0.3079,0.4119,0.2802,0.0000,0.0000,1524,2025-10-17T21:51:44.999440
763,32,18,40,1.9338,589.6762,179.6204,{},73.7095,0.3698,7.1218,[],[],0.2967,0.4177,0.2855,0.0000,0.0000,1526,2025-10-17T21:51:45.019008
764,32,19,40,1.9360,591.5520,180.1861,{},73.9440,0.3719,7.1188,[],[],0.2913,0.4248,0.2839,0.0000,0.0000,1528,2025-10-17T21:51:45.038658
765,32,20,40,1.9378,587.7414,178.4231,{},73.4677,0.3711,7.0285,[],[],0.2889,0.4275,0.2836,0.0000,0.0000,1530,2025-10-17T21:51:45.057502
766,32,21,40,1.9395,587.1732,179.2024,{},73.3966,0.3740,7.0669,[],[],0.2933,0.4193,0.2874,0.0000,0.0000,1532,2025-10-17T21:51:45.076094
767,32,22,40,1.9409,582.8790,180.2313,{},72.8599,0.3745,7.1415,[],[],0.2868,0.4201,0.2931,0.0000,0.0000,1534,2025-10-17T21:51:45.094443
768,32,23,40,1.9421,576.3268,179.9078,{},72.0408,0.3763,7.1455,[],[],0.2771,0.4271,0.2958,0.0000,0.0000,1536,2025-10-17T21:51:45.113062
769,33,0,40,1.9433,578.8265,178.6234,{},72.3533,0.3741,7.0542,[],[],0.2845,0.4231,0.2923,0.0000,0.0000,1538,2025-10-17T21:51:45.132077
770,33,1,40,1.9469,576.8009,179.1563,{},72.1001,0.3791,7.0903,[],[],0.2770,0.4333,0.2897,0.0000,0.0000,1540,2025-10-17T21:51:45.150438
771,33,2,40,1.9528,579.4765,179.3618,{},72.4346,0.3792,7.1230,[],[],0.2802,0.4293,0.2906,0.0000,0.0000,1542,2025-10-17T21:51:45.168995
772,33,3,40,1.9581,580.4555,178.1814,{},72.5569,0.3773,7.0826,[],[],0.2928,0.4177,0.2895,0.0000,0.0000,1544,2025-10-17T21:51:45.187338
773,33,4,40,1.9627,584.7742,177.3904,{},73.0968,0.3740,7.0398,[],[],0.3079,0.4082,0.2839,0.0000,0.0000,1546,2025-10-17T21:51:45.205586
774,33,5,40,1.9666,590.7182,178.7354,{},73.8398,0.3735,7.0719,[],[],0.3091,0.4084,0.2824,0.0000,0.0000,1548,2025-10-17T21:51:45.224085
775,33,6,40,1.9701,589.0314,177.6573,{},73.6289,0.3715,7.0217,[],[],0.3100,0.4075,0.2826,0.0000,0.0000,1550,2025-10-17T21:51:45.242544
776,33,7,40,1.9730,575.7790,175.7829,{},71.9724,0.3757,7.0017,[],[],0.3042,0.4059,0.2898,0.0000,0.0000,1552,2025-10-17T21:51:45.260676
777,33,8,40,1.9756,574.2093,175.8496,{},71.7762,0.3758,6.9849,[],[],0.2965,0.4114,0.2921,0.0000,0.0000,1554,2025-10-17T21:51:45.279211
778,33,9,40,1.9779,592.2728,178.8379,{},74.0341,0.3771,7.0834,[],[],0.3045,0.4095,0.2860,0.0000,0.0000,1556,2025-10-17T21:51:45.297626
779,33,10,40,1.9798,585.6768,178.3394,{},73.2096,0.3773,7.1006,[],[],0.2994,0.4099,0.2907,0.0000,0.0000,1558,2025-10-17T21:51:45.315872
780,33,11,40,1.9815,593.7694,178.7938,{},74.2212,0.3758,7.0656,[],[],0.3039,0.4107,0.2854,0.0000,0.0000,1560,2025-10-17T21:51:45.334056
781,33,12,40,1.9830,602.6494,178.7022,{},75.3312,0.3724,7.0244,[],[],0.3119,0.4089,0.2792,0.0000,0.0000,1562,2025-10-17T21:51:45.352584
782,33,13,40,1.9867,609.7895,179.5697,{},76.2237,0.3685,7.0375,[],[],0.3166,0.4082,0.2752,0.0000,0.0000,1564,2025-10-17T21:51:45.371640
783,33,14,40,1.9925,610.2548,180.1670,{},76.2818,0.3622,7.0684,[],[],0.3163,0.4080,0.2757,0.0000,0.0000,1566,2025-10-17T21:51:45.390204
784,33,15,40,1.9977,616.2166,181.3827,{},77.0271,0.3649,7.1126,[],[],0.3173,0.4122,0.2705,0.0000,0.0000,1568,2025-10-17T21:51:45.408639
785,33,16,40,2.0022,602.1557,179.6810,{},75.2695,0.3659,7.0782,[],[],0.3040,0.4199,0.2761,0.0000,0.0000,1570,2025-10-17T21:51:45.426845
786,33,17,40,2.0061,618.4802,181.8817,{},77.3100,0.3711,7.1109,[],[],0.3162,0.4149,0.2688,0.0000,0.0000,1572,2025-10-17T21:51:45.445165
787,33,18,40,2.0094,618.1895,181.4227,{},77.2737,0.3743,7.0706,[],[],0.3164,0.4152,0.2684,0.0000,0.0000,1574,2025-10-17T21:51:45.463505
788,33,19,40,2.0123,618.6904,181.8011,{},77.3363,0.3741,7.1068,[],[],0.3203,0.4088,0.2709,0.0000,0.0000,1576,2025-10-17T21:51:45.482209
789,33,20,40,2.0148,614.1521,183.0161,{},76.7690,0.3724,7.1991,[],[],0.3145,0.4119,0.2736,0.0000,0.0000,1578,2025-10-17T21:51:45.501070
790,33,21,40,2.0170,607.5309,182.5763,{},75.9414,0.3688,7.1849,[],[],0.3056,0.4185,0.2760,0.0000,0.0000,1580,2025-10-17T21:51:45.519626
